Date,Time,PM2.5
19/03/16,2:00 PM,---
19/03/16,3:00 PM,---
19/03/16,4:00 PM,---
19/03/16,5:00 PM,---
19/03/16,6:00 PM,---
19/03/16,7:00 PM,---
19/03/16,8:00 PM,---
19/03/16,9:00 PM,---
19/03/16,10:00 PM,---
19/03/16,11:00 PM,---
19/03/2016 24:00 AM,,---
20/03/16,1:00 AM,---
20/03/16,2:00 AM,---
20/03/16,3:00 AM,---
20/03/16,4:00 AM,---
20/03/16,5:00 AM,---
20/03/16,6:00 AM,---
20/03/16,7:00 AM,---
20/03/16,8:00 AM,---
20/03/16,9:00 AM,---
20/03/16,10:00 AM,---
20/03/16,11:00 AM,---
20/03/16,12:00 PM,---
20/03/16,1:00 PM,---
20/03/16,2:00 PM,---
20/03/16,3:00 PM,---
20/03/16,4:00 PM,---
20/03/16,5:00 PM,---
20/03/16,6:00 PM,---
20/03/16,7:00 PM,---
20/03/16,8:00 PM,---
20/03/16,9:00 PM,---
20/03/16,10:00 PM,---
20/03/16,11:00 PM,---
20/03/2016 24:00 AM,,---
21/03/16,1:00 AM,---
21/03/16,2:00 AM,---
21/03/16,3:00 AM,---
21/03/16,4:00 AM,---
21/03/16,5:00 AM,---
21/03/16,6:00 AM,---
21/03/16,7:00 AM,---
21/03/16,8:00 AM,---
21/03/16,9:00 AM,110
21/03/16,10:00 AM,55
21/03/16,11:00 AM,33
21/03/16,12:00 PM,17
21/03/16,1:00 PM,18
21/03/16,2:00 PM,9
21/03/16,3:00 PM,10
21/03/16,4:00 PM,8
21/03/16,5:00 PM,13
21/03/16,6:00 PM,16
21/03/16,7:00 PM,23
21/03/16,8:00 PM,26
21/03/16,9:00 PM,31
21/03/16,10:00 PM,30
21/03/16,11:00 PM,48
21/03/2016 24:00 AM,,28
22/03/16,1:00 AM,19
22/03/16,2:00 AM,25
22/03/16,3:00 AM,30
22/03/16,4:00 AM,36
22/03/16,5:00 AM,27
22/03/16,6:00 AM,24
22/03/16,7:00 AM,34
22/03/16,8:00 AM,46
22/03/16,9:00 AM,50
22/03/16,10:00 AM,42
22/03/16,11:00 AM,28
22/03/16,12:00 PM,17
22/03/16,1:00 PM,14
22/03/16,2:00 PM,11
22/03/16,3:00 PM,7
22/03/16,4:00 PM,3
22/03/16,5:00 PM,3
22/03/16,6:00 PM,9
22/03/16,7:00 PM,11
22/03/16,8:00 PM,24
22/03/16,9:00 PM,26
22/03/16,10:00 PM,40
22/03/16,11:00 PM,50
22/03/2016 24:00 AM,,50
23/03/16,1:00 AM,45
23/03/16,2:00 AM,29
23/03/16,3:00 AM,40
23/03/16,4:00 AM,43
23/03/16,5:00 AM,86
23/03/16,6:00 AM,172
23/03/16,7:00 AM,155
23/03/16,8:00 AM,119
23/03/16,9:00 AM,96
23/03/16,10:00 AM,89
23/03/16,11:00 AM,66
23/03/16,12:00 PM,41
23/03/16,1:00 PM,35
23/03/16,2:00 PM,18
23/03/16,3:00 PM,17
23/03/16,4:00 PM,8
23/03/16,5:00 PM,16
23/03/16,6:00 PM,12
23/03/16,7:00 PM,19
23/03/16,8:00 PM,39
23/03/16,9:00 PM,55
23/03/16,10:00 PM,83
23/03/16,11:00 PM,108
23/03/2016 24:00 AM,,175
24/03/16,1:00 AM,272
24/03/16,2:00 AM,297
24/03/16,3:00 AM,292
24/03/16,4:00 AM,334
24/03/16,5:00 AM,277
24/03/16,6:00 AM,225
24/03/16,7:00 AM,218
24/03/16,8:00 AM,227
24/03/16,9:00 AM,132
24/03/16,10:00 AM,115
24/03/16,11:00 AM,83
24/03/16,12:00 PM,65
24/03/16,1:00 PM,24
24/03/16,2:00 PM,25
24/03/16,3:00 PM,24
24/03/16,4:00 PM,26
24/03/16,5:00 PM,29
24/03/16,6:00 PM,50
24/03/16,7:00 PM,49
24/03/16,8:00 PM,90
24/03/16,9:00 PM,170
24/03/16,10:00 PM,83
24/03/16,11:00 PM,90
24/03/2016 24:00 AM,,112
25/03/16,1:00 AM,124
25/03/16,2:00 AM,139
25/03/16,3:00 AM,131
25/03/16,4:00 AM,130
25/03/16,5:00 AM,131
25/03/16,6:00 AM,124
25/03/16,7:00 AM,145
25/03/16,8:00 AM,178
25/03/16,9:00 AM,194
25/03/16,10:00 AM,155
25/03/16,11:00 AM,131
25/03/16,12:00 PM,124
25/03/16,1:00 PM,92
25/03/16,2:00 PM,73
25/03/16,3:00 PM,54
25/03/16,4:00 PM,58
25/03/16,5:00 PM,53
25/03/16,6:00 PM,69
25/03/16,7:00 PM,75
25/03/16,8:00 PM,79
25/03/16,9:00 PM,112
25/03/16,10:00 PM,95
25/03/16,11:00 PM,123
25/03/2016 24:00 AM,,170
26/03/16,1:00 AM,190
26/03/16,2:00 AM,144
26/03/16,3:00 AM,50
26/03/16,4:00 AM,28
26/03/16,5:00 AM,26
26/03/16,6:00 AM,36
26/03/16,7:00 AM,26
26/03/16,8:00 AM,15
26/03/16,9:00 AM,13
26/03/16,10:00 AM,16
26/03/16,11:00 AM,16
26/03/16,12:00 PM,10
26/03/16,1:00 PM,21
26/03/16,2:00 PM,12
26/03/16,3:00 PM,26
26/03/16,4:00 PM,22
26/03/16,5:00 PM,17
26/03/16,6:00 PM,22
26/03/16,7:00 PM,49
26/03/16,8:00 PM,56
26/03/16,9:00 PM,68
26/03/16,10:00 PM,75
26/03/16,11:00 PM,56
26/03/2016 24:00 AM,,46
27/03/16,1:00 AM,42
27/03/16,2:00 AM,43
27/03/16,3:00 AM,30
27/03/16,4:00 AM,26
27/03/16,5:00 AM,39
27/03/16,6:00 AM,43
27/03/16,7:00 AM,59
27/03/16,8:00 AM,62
27/03/16,9:00 AM,46
27/03/16,10:00 AM,57
27/03/16,11:00 AM,38
27/03/16,12:00 PM,38
27/03/16,1:00 PM,24
27/03/16,2:00 PM,20
27/03/16,3:00 PM,15
27/03/16,4:00 PM,16
27/03/16,5:00 PM,14
27/03/16,6:00 PM,13
27/03/16,7:00 PM,11
27/03/16,8:00 PM,22
27/03/16,9:00 PM,36
27/03/16,10:00 PM,55
27/03/16,11:00 PM,89
27/03/2016 24:00 AM,,71
28/03/16,1:00 AM,68
28/03/16,2:00 AM,69
28/03/16,3:00 AM,64
28/03/16,4:00 AM,62
28/03/16,5:00 AM,68
28/03/16,6:00 AM,86
28/03/16,7:00 AM,114
28/03/16,8:00 AM,216
28/03/16,9:00 AM,174
28/03/16,10:00 AM,104
28/03/16,11:00 AM,65
28/03/16,12:00 PM,41
28/03/16,1:00 PM,27
28/03/16,2:00 PM,15
28/03/16,3:00 PM,13
28/03/16,4:00 PM,18
28/03/16,5:00 PM,22
28/03/16,6:00 PM,20
28/03/16,7:00 PM,21
28/03/16,8:00 PM,33
28/03/16,9:00 PM,53
28/03/16,10:00 PM,59
28/03/16,11:00 PM,57
28/03/2016 24:00 AM,,58
29/03/16,1:00 AM,61
29/03/16,2:00 AM,111
29/03/16,3:00 AM,67
29/03/16,4:00 AM,120
29/03/16,5:00 AM,89
29/03/16,6:00 AM,105
29/03/16,7:00 AM,304
29/03/16,8:00 AM,255
29/03/16,9:00 AM,200
29/03/16,10:00 AM,137
29/03/16,11:00 AM,97
29/03/16,12:00 PM,51
29/03/16,1:00 PM,35
29/03/16,2:00 PM,34
29/03/16,3:00 PM,41
29/03/16,4:00 PM,36
29/03/16,5:00 PM,40
29/03/16,6:00 PM,34
29/03/16,7:00 PM,27
29/03/16,8:00 PM,38
29/03/16,9:00 PM,82
29/03/16,10:00 PM,81
29/03/16,11:00 PM,105
29/03/2016 24:00 AM,,113
30/03/16,1:00 AM,118
30/03/16,2:00 AM,101
30/03/16,3:00 AM,97
30/03/16,4:00 AM,111
30/03/16,5:00 AM,128
30/03/16,6:00 AM,181
30/03/16,7:00 AM,300
30/03/16,8:00 AM,264
30/03/16,9:00 AM,157
30/03/16,10:00 AM,111
30/03/16,11:00 AM,70
30/03/16,12:00 PM,56
30/03/16,1:00 PM,45
30/03/16,2:00 PM,29
30/03/16,3:00 PM,30
30/03/16,4:00 PM,35
30/03/16,5:00 PM,16
30/03/16,6:00 PM,22
30/03/16,7:00 PM,27
30/03/16,8:00 PM,58
30/03/16,9:00 PM,66
30/03/16,10:00 PM,78
30/03/16,11:00 PM,103
30/03/2016 24:00 AM,,101
31/03/16,1:00 AM,111
31/03/16,2:00 AM,116
31/03/16,3:00 AM,111
31/03/16,4:00 AM,120
31/03/16,5:00 AM,127
31/03/16,6:00 AM,141
31/03/16,7:00 AM,141
31/03/16,8:00 AM,182
31/03/16,9:00 AM,130
31/03/16,10:00 AM,64
31/03/16,11:00 AM,60
31/03/16,12:00 PM,37
31/03/16,1:00 PM,26
31/03/16,2:00 PM,20
31/03/16,3:00 PM,33
31/03/16,4:00 PM,31
31/03/16,5:00 PM,33
31/03/16,6:00 PM,42
31/03/16,7:00 PM,47
31/03/16,8:00 PM,63
31/03/16,9:00 PM,85
31/03/16,10:00 PM,108
31/03/16,11:00 PM,132
31/03/2016 24:00 AM,,118
01/04/16,1:00 AM,72
01/04/16,2:00 AM,65
01/04/16,3:00 AM,52
01/04/16,4:00 AM,49
01/04/16,5:00 AM,72
01/04/16,6:00 AM,102
01/04/16,7:00 AM,259
01/04/16,8:00 AM,211
01/04/16,9:00 AM,131
01/04/16,10:00 AM,98
01/04/16,11:00 AM,94
01/04/16,12:00 PM,42
01/04/16,1:00 PM,32
01/04/16,2:00 PM,29
01/04/16,3:00 PM,23
01/04/16,4:00 PM,20
01/04/16,5:00 PM,22
01/04/16,6:00 PM,27
01/04/16,7:00 PM,26
01/04/16,8:00 PM,37
01/04/16,9:00 PM,50
01/04/16,10:00 PM,59
01/04/16,11:00 PM,54
01/04/2016 24:00 AM,,41
02/04/16,1:00 AM,34
02/04/16,2:00 AM,44
02/04/16,3:00 AM,48
02/04/16,4:00 AM,47
02/04/16,5:00 AM,34
02/04/16,6:00 AM,41
02/04/16,7:00 AM,59
02/04/16,8:00 AM,63
02/04/16,9:00 AM,69
02/04/16,10:00 AM,79
02/04/16,11:00 AM,59
02/04/16,12:00 PM,45
02/04/16,1:00 PM,38
02/04/16,2:00 PM,31
02/04/16,3:00 PM,31
02/04/16,4:00 PM,34
02/04/16,5:00 PM,30
02/04/16,6:00 PM,31
02/04/16,7:00 PM,37
02/04/16,8:00 PM,63
02/04/16,9:00 PM,69
02/04/16,10:00 PM,97
02/04/16,11:00 PM,105
02/04/2016 24:00 AM,,109
03/04/16,1:00 AM,108
03/04/16,2:00 AM,136
03/04/16,3:00 AM,136
03/04/16,4:00 AM,130
03/04/16,5:00 AM,131
03/04/16,6:00 AM,162
03/04/16,7:00 AM,160
03/04/16,8:00 AM,187
03/04/16,9:00 AM,206
03/04/16,10:00 AM,131
03/04/16,11:00 AM,99
03/04/16,12:00 PM,95
03/04/16,1:00 PM,86
03/04/16,2:00 PM,90
03/04/16,3:00 PM,90
03/04/16,4:00 PM,92
03/04/16,5:00 PM,90
03/04/16,6:00 PM,109
03/04/16,7:00 PM,107
03/04/16,8:00 PM,102
03/04/16,9:00 PM,99
03/04/16,10:00 PM,109
03/04/16,11:00 PM,108
03/04/2016 24:00 AM,,90
04/04/16,1:00 AM,96
04/04/16,2:00 AM,95
04/04/16,3:00 AM,119
04/04/16,4:00 AM,152
04/04/16,5:00 AM,103
04/04/16,6:00 AM,102
04/04/16,7:00 AM,106
04/04/16,8:00 AM,60
04/04/16,9:00 AM,38
04/04/16,10:00 AM,41
04/04/16,11:00 AM,50
04/04/16,12:00 PM,67
04/04/16,1:00 PM,35
04/04/16,2:00 PM,23
04/04/16,3:00 PM,25
04/04/16,4:00 PM,14
04/04/16,5:00 PM,20
04/04/16,6:00 PM,30
04/04/16,7:00 PM,28
04/04/16,8:00 PM,41
04/04/16,9:00 PM,51
04/04/16,10:00 PM,58
04/04/16,11:00 PM,71
04/04/2016 24:00 AM,,81
05/04/16,1:00 AM,48
05/04/16,2:00 AM,57
05/04/16,3:00 AM,57
05/04/16,4:00 AM,59
05/04/16,5:00 AM,60
05/04/16,6:00 AM,58
05/04/16,7:00 AM,65
05/04/16,8:00 AM,66
05/04/16,9:00 AM,46
05/04/16,10:00 AM,32
05/04/16,11:00 AM,23
05/04/16,12:00 PM,22
05/04/16,1:00 PM,22
05/04/16,2:00 PM,18
05/04/16,3:00 PM,17
05/04/16,4:00 PM,18
05/04/16,5:00 PM,15
05/04/16,6:00 PM,18
05/04/16,7:00 PM,20
05/04/16,8:00 PM,30
05/04/16,9:00 PM,30
05/04/16,10:00 PM,40
05/04/16,11:00 PM,40
05/04/2016 24:00 AM,,55
06/04/16,1:00 AM,58
06/04/16,2:00 AM,40
06/04/16,3:00 AM,36
06/04/16,4:00 AM,40
06/04/16,5:00 AM,125
06/04/16,6:00 AM,103
06/04/16,7:00 AM,52
06/04/16,8:00 AM,44
06/04/16,9:00 AM,49
06/04/16,10:00 AM,59
06/04/16,11:00 AM,20
06/04/16,12:00 PM,58
06/04/16,1:00 PM,48
06/04/16,2:00 PM,22
06/04/16,3:00 PM,18
06/04/16,4:00 PM,24
06/04/16,5:00 PM,28
06/04/16,6:00 PM,18
06/04/16,7:00 PM,20
06/04/16,8:00 PM,27
06/04/16,9:00 PM,62
06/04/16,10:00 PM,80
06/04/16,11:00 PM,79
06/04/2016 24:00 AM,,88
07/04/16,1:00 AM,92
07/04/16,2:00 AM,88
07/04/16,3:00 AM,91
07/04/16,4:00 AM,79
07/04/16,5:00 AM,69
07/04/16,6:00 AM,280
07/04/16,7:00 AM,303
07/04/16,8:00 AM,137
07/04/16,9:00 AM,109
07/04/16,10:00 AM,129
07/04/16,11:00 AM,131
07/04/16,12:00 PM,111
07/04/16,1:00 PM,90
07/04/16,2:00 PM,59
07/04/16,3:00 PM,34
07/04/16,4:00 PM,27
07/04/16,5:00 PM,29
07/04/16,6:00 PM,31
07/04/16,7:00 PM,33
07/04/16,8:00 PM,36
07/04/16,9:00 PM,51
07/04/16,10:00 PM,41
07/04/16,11:00 PM,36
07/04/2016 24:00 AM,,30
08/04/16,1:00 AM,26
08/04/16,2:00 AM,15
08/04/16,3:00 AM,19
08/04/16,4:00 AM,24
08/04/16,5:00 AM,41
08/04/16,6:00 AM,42
08/04/16,7:00 AM,45
08/04/16,8:00 AM,59
08/04/16,9:00 AM,59
08/04/16,10:00 AM,65
08/04/16,11:00 AM,61
08/04/16,12:00 PM,29
08/04/16,1:00 PM,20
08/04/16,2:00 PM,26
08/04/16,3:00 PM,23
08/04/16,4:00 PM,30
08/04/16,5:00 PM,27
08/04/16,6:00 PM,25
08/04/16,7:00 PM,35
08/04/16,8:00 PM,40
08/04/16,9:00 PM,84
08/04/16,10:00 PM,84
08/04/16,11:00 PM,91
08/04/2016 24:00 AM,,95
09/04/16,1:00 AM,101
09/04/16,2:00 AM,105
09/04/16,3:00 AM,119
09/04/16,4:00 AM,132
09/04/16,5:00 AM,139
09/04/16,6:00 AM,176
09/04/16,7:00 AM,193
09/04/16,8:00 AM,194
09/04/16,9:00 AM,97
09/04/16,10:00 AM,112
09/04/16,11:00 AM,93
09/04/16,12:00 PM,67
09/04/16,1:00 PM,49
09/04/16,2:00 PM,54
09/04/16,3:00 PM,50
09/04/16,4:00 PM,30
09/04/16,5:00 PM,28
09/04/16,6:00 PM,33
09/04/16,7:00 PM,29
09/04/16,8:00 PM,48
09/04/16,9:00 PM,63
09/04/16,10:00 PM,54
09/04/16,11:00 PM,34
09/04/2016 24:00 AM,,31
10/04/16,1:00 AM,32
10/04/16,2:00 AM,28
10/04/16,3:00 AM,20
10/04/16,4:00 AM,28
10/04/16,5:00 AM,19
10/04/16,6:00 AM,26
10/04/16,7:00 AM,43
10/04/16,8:00 AM,69
10/04/16,9:00 AM,68
10/04/16,10:00 AM,77
10/04/16,11:00 AM,75
10/04/16,12:00 PM,59
10/04/16,1:00 PM,22
10/04/16,2:00 PM,24
10/04/16,3:00 PM,26
10/04/16,4:00 PM,21
10/04/16,5:00 PM,23
10/04/16,6:00 PM,23
10/04/16,7:00 PM,27
10/04/16,8:00 PM,45
10/04/16,9:00 PM,89
10/04/16,10:00 PM,94
10/04/16,11:00 PM,84
10/04/2016 24:00 AM,,77
11/04/16,1:00 AM,39
11/04/16,2:00 AM,22
11/04/16,3:00 AM,31
11/04/16,4:00 AM,38
11/04/16,5:00 AM,84
11/04/16,6:00 AM,48
11/04/16,7:00 AM,43
11/04/16,8:00 AM,39
11/04/16,9:00 AM,26
11/04/16,10:00 AM,12
11/04/16,11:00 AM,24
11/04/16,12:00 PM,34
11/04/16,1:00 PM,22
11/04/16,2:00 PM,23
11/04/16,3:00 PM,18
11/04/16,4:00 PM,15
11/04/16,5:00 PM,19
11/04/16,6:00 PM,20
11/04/16,7:00 PM,23
11/04/16,8:00 PM,26
11/04/16,9:00 PM,32
11/04/16,10:00 PM,28
11/04/16,11:00 PM,23
11/04/2016 24:00 AM,,25
12/04/16,1:00 AM,28
12/04/16,2:00 AM,16
12/04/16,3:00 AM,27
12/04/16,4:00 AM,27
12/04/16,5:00 AM,36
12/04/16,6:00 AM,60
12/04/16,7:00 AM,48
12/04/16,8:00 AM,58
12/04/16,9:00 AM,78
12/04/16,10:00 AM,58
12/04/16,11:00 AM,27
12/04/16,12:00 PM,16
12/04/16,1:00 PM,18
12/04/16,2:00 PM,21
12/04/16,3:00 PM,12
12/04/16,4:00 PM,15
12/04/16,5:00 PM,16
12/04/16,6:00 PM,19
12/04/16,7:00 PM,23
12/04/16,8:00 PM,26
12/04/16,9:00 PM,28
12/04/16,10:00 PM,43
12/04/16,11:00 PM,50
12/04/2016 24:00 AM,,32
13/04/16,1:00 AM,43
13/04/16,2:00 AM,33
13/04/16,3:00 AM,36
13/04/16,4:00 AM,52
13/04/16,5:00 AM,53
13/04/16,6:00 AM,91
13/04/16,7:00 AM,103
13/04/16,8:00 AM,172
13/04/16,9:00 AM,150
13/04/16,10:00 AM,79
13/04/16,11:00 AM,23
13/04/16,12:00 PM,24
13/04/16,1:00 PM,11
13/04/16,2:00 PM,14
13/04/16,3:00 PM,15
13/04/16,4:00 PM,16
13/04/16,5:00 PM,24
13/04/16,6:00 PM,17
13/04/16,7:00 PM,25
13/04/16,8:00 PM,27
13/04/16,9:00 PM,49
13/04/16,10:00 PM,69
13/04/16,11:00 PM,95
13/04/2016 24:00 AM,,95
14/04/16,1:00 AM,110
14/04/16,2:00 AM,121
14/04/16,3:00 AM,82
14/04/16,4:00 AM,85
14/04/16,5:00 AM,80
14/04/16,6:00 AM,59
14/04/16,7:00 AM,61
14/04/16,8:00 AM,80
14/04/16,9:00 AM,90
14/04/16,10:00 AM,137
14/04/16,11:00 AM,64
14/04/16,12:00 PM,29
14/04/16,1:00 PM,16
14/04/16,2:00 PM,22
14/04/16,3:00 PM,19
14/04/16,4:00 PM,11
14/04/16,5:00 PM,20
14/04/16,6:00 PM,17
14/04/16,7:00 PM,23
14/04/16,8:00 PM,42
14/04/16,9:00 PM,108
14/04/16,10:00 PM,100
14/04/16,11:00 PM,99
14/04/2016 24:00 AM,,113
15/04/16,1:00 AM,112
15/04/16,2:00 AM,136
15/04/16,3:00 AM,153
15/04/16,4:00 AM,161
15/04/16,5:00 AM,123
15/04/16,6:00 AM,131
15/04/16,7:00 AM,180
15/04/16,8:00 AM,256
15/04/16,9:00 AM,199
15/04/16,10:00 AM,69
15/04/16,11:00 AM,48
15/04/16,12:00 PM,47
15/04/16,1:00 PM,26
15/04/16,2:00 PM,20
15/04/16,3:00 PM,19
15/04/16,4:00 PM,28
15/04/16,5:00 PM,27
15/04/16,6:00 PM,33
15/04/16,7:00 PM,40
15/04/16,8:00 PM,71
15/04/16,9:00 PM,79
15/04/16,10:00 PM,84
15/04/16,11:00 PM,98
15/04/2016 24:00 AM,,108
16/04/16,1:00 AM,116
16/04/16,2:00 AM,130
16/04/16,3:00 AM,144
16/04/16,4:00 AM,195
16/04/16,5:00 AM,210
16/04/16,6:00 AM,216
16/04/16,7:00 AM,137
16/04/16,8:00 AM,129
16/04/16,9:00 AM,122
16/04/16,10:00 AM,62
16/04/16,11:00 AM,57
16/04/16,12:00 PM,29
16/04/16,1:00 PM,28
16/04/16,2:00 PM,28
16/04/16,3:00 PM,19
16/04/16,4:00 PM,22
16/04/16,5:00 PM,21
16/04/16,6:00 PM,17
16/04/16,7:00 PM,29
16/04/16,8:00 PM,39
16/04/16,9:00 PM,85
16/04/16,10:00 PM,93
16/04/16,11:00 PM,112
16/04/2016 24:00 AM,,100
17/04/16,1:00 AM,74
17/04/16,2:00 AM,100
17/04/16,3:00 AM,108
17/04/16,4:00 AM,72
17/04/16,5:00 AM,34
17/04/16,6:00 AM,30
17/04/16,7:00 AM,36
17/04/16,8:00 AM,83
17/04/16,9:00 AM,79
17/04/16,10:00 AM,51
17/04/16,11:00 AM,48
17/04/16,12:00 PM,51
17/04/16,1:00 PM,38
17/04/16,2:00 PM,37
17/04/16,3:00 PM,26
17/04/16,4:00 PM,27
17/04/16,5:00 PM,25
17/04/16,6:00 PM,25
17/04/16,7:00 PM,43
17/04/16,8:00 PM,49
17/04/16,9:00 PM,90
17/04/16,10:00 PM,79
17/04/16,11:00 PM,50
17/04/2016 24:00 AM,,47
18/04/16,1:00 AM,52
18/04/16,2:00 AM,43
18/04/16,3:00 AM,48
18/04/16,4:00 AM,36
18/04/16,5:00 AM,49
18/04/16,6:00 AM,62
18/04/16,7:00 AM,103
18/04/16,8:00 AM,83
18/04/16,9:00 AM,68
18/04/16,10:00 AM,70
18/04/16,11:00 AM,51
18/04/16,12:00 PM,39
18/04/16,1:00 PM,40
18/04/16,2:00 PM,28
18/04/16,3:00 PM,16
18/04/16,4:00 PM,28
18/04/16,5:00 PM,20
18/04/16,6:00 PM,30
18/04/16,7:00 PM,31
18/04/16,8:00 PM,45
18/04/16,9:00 PM,74
18/04/16,10:00 PM,83
18/04/16,11:00 PM,92
18/04/2016 24:00 AM,,98
19/04/16,1:00 AM,100
19/04/16,2:00 AM,100
19/04/16,3:00 AM,106
19/04/16,4:00 AM,103
19/04/16,5:00 AM,103
19/04/16,6:00 AM,101
19/04/16,7:00 AM,108
19/04/16,8:00 AM,124
19/04/16,9:00 AM,123
19/04/16,10:00 AM,114
19/04/16,11:00 AM,161
19/04/16,12:00 PM,184
19/04/16,1:00 PM,107
19/04/16,2:00 PM,27
19/04/16,3:00 PM,27
19/04/16,4:00 PM,27
19/04/16,5:00 PM,26
19/04/16,6:00 PM,35
19/04/16,7:00 PM,43
19/04/16,8:00 PM,88
19/04/16,9:00 PM,106
19/04/16,10:00 PM,57
19/04/16,11:00 PM,45
19/04/2016 24:00 AM,,60
20/04/16,1:00 AM,86
20/04/16,2:00 AM,98
20/04/16,3:00 AM,131
20/04/16,4:00 AM,131
20/04/16,5:00 AM,154
20/04/16,6:00 AM,142
20/04/16,7:00 AM,170
20/04/16,8:00 AM,139
20/04/16,9:00 AM,89
20/04/16,10:00 AM,72
20/04/16,11:00 AM,90
20/04/16,12:00 PM,71
20/04/16,1:00 PM,58
20/04/16,2:00 PM,31
20/04/16,3:00 PM,19
20/04/16,4:00 PM,29
20/04/16,5:00 PM,36
20/04/16,6:00 PM,28
20/04/16,7:00 PM,33
20/04/16,8:00 PM,47
20/04/16,9:00 PM,57
20/04/16,10:00 PM,65
20/04/16,11:00 PM,63
20/04/2016 24:00 AM,,60
21/04/16,1:00 AM,61
21/04/16,2:00 AM,72
21/04/16,3:00 AM,61
21/04/16,4:00 AM,55
21/04/16,5:00 AM,58
21/04/16,6:00 AM,64
21/04/16,7:00 AM,65
21/04/16,8:00 AM,77
21/04/16,9:00 AM,72
21/04/16,10:00 AM,47
21/04/16,11:00 AM,41
21/04/16,12:00 PM,44
21/04/16,1:00 PM,40
21/04/16,2:00 PM,34
21/04/16,3:00 PM,33
21/04/16,4:00 PM,35
21/04/16,5:00 PM,32
21/04/16,6:00 PM,31
21/04/16,7:00 PM,46
21/04/16,8:00 PM,49
21/04/16,9:00 PM,84
21/04/16,10:00 PM,90
21/04/16,11:00 PM,88
21/04/2016 24:00 AM,,91
22/04/16,1:00 AM,116
22/04/16,2:00 AM,134
22/04/16,3:00 AM,122
22/04/16,4:00 AM,160
22/04/16,5:00 AM,178
22/04/16,6:00 AM,131
22/04/16,7:00 AM,66
22/04/16,8:00 AM,93
22/04/16,9:00 AM,83
22/04/16,10:00 AM,43
22/04/16,11:00 AM,41
22/04/16,12:00 PM,38
22/04/16,1:00 PM,49
22/04/16,2:00 PM,40
22/04/16,3:00 PM,---
22/04/16,4:00 PM,43
22/04/16,5:00 PM,44
22/04/16,6:00 PM,29
22/04/16,7:00 PM,28
22/04/16,8:00 PM,153
22/04/16,9:00 PM,43
22/04/16,10:00 PM,34
22/04/16,11:00 PM,40
22/04/2016 24:00 AM,,29
23/04/16,1:00 AM,21
23/04/16,2:00 AM,34
23/04/16,3:00 AM,38
23/04/16,4:00 AM,100
23/04/16,5:00 AM,122
23/04/16,6:00 AM,111
23/04/16,7:00 AM,123
23/04/16,8:00 AM,105
23/04/16,9:00 AM,69
23/04/16,10:00 AM,86
23/04/16,11:00 AM,75
23/04/16,12:00 PM,33
23/04/16,1:00 PM,23
23/04/16,2:00 PM,15
23/04/16,3:00 PM,15
23/04/16,4:00 PM,17
23/04/16,5:00 PM,27
23/04/16,6:00 PM,27
23/04/16,7:00 PM,36
23/04/16,8:00 PM,34
23/04/16,9:00 PM,48
23/04/16,10:00 PM,74
23/04/16,11:00 PM,87
23/04/2016 24:00 AM,,107
24/04/16,1:00 AM,131
24/04/16,2:00 AM,142
24/04/16,3:00 AM,122
24/04/16,4:00 AM,128
24/04/16,5:00 AM,138
24/04/16,6:00 AM,146
24/04/16,7:00 AM,183
24/04/16,8:00 AM,346
24/04/16,9:00 AM,395
24/04/16,10:00 AM,243
24/04/16,11:00 AM,91
24/04/16,12:00 PM,41
24/04/16,1:00 PM,45
24/04/16,2:00 PM,34
24/04/16,3:00 PM,34
24/04/16,4:00 PM,32
24/04/16,5:00 PM,46
24/04/16,6:00 PM,37
24/04/16,7:00 PM,44
24/04/16,8:00 PM,59
24/04/16,9:00 PM,74
24/04/16,10:00 PM,116
24/04/16,11:00 PM,122
24/04/2016 24:00 AM,,137
25/04/16,1:00 AM,142
25/04/16,2:00 AM,112
25/04/16,3:00 AM,87
25/04/16,4:00 AM,69
25/04/16,5:00 AM,51
25/04/16,6:00 AM,48
25/04/16,7:00 AM,71
25/04/16,8:00 AM,104
25/04/16,9:00 AM,230
25/04/16,10:00 AM,219
25/04/16,11:00 AM,118
25/04/16,12:00 PM,61
25/04/16,1:00 PM,52
25/04/16,2:00 PM,39
25/04/16,3:00 PM,30
25/04/16,4:00 PM,28
25/04/16,5:00 PM,35
25/04/16,6:00 PM,40
25/04/16,7:00 PM,56
25/04/16,8:00 PM,67
25/04/16,9:00 PM,87
25/04/16,10:00 PM,112
25/04/16,11:00 PM,110
25/04/2016 24:00 AM,,112
26/04/16,1:00 AM,130
26/04/16,2:00 AM,168
26/04/16,3:00 AM,178
26/04/16,4:00 AM,148
26/04/16,5:00 AM,121
26/04/16,6:00 AM,116
26/04/16,7:00 AM,145
26/04/16,8:00 AM,166
26/04/16,9:00 AM,175
26/04/16,10:00 AM,138
26/04/16,11:00 AM,74
26/04/16,12:00 PM,51
26/04/16,1:00 PM,39
26/04/16,2:00 PM,48
26/04/16,3:00 PM,48
26/04/16,4:00 PM,74
26/04/16,5:00 PM,72
26/04/16,6:00 PM,66
26/04/16,7:00 PM,85
26/04/16,8:00 PM,89
26/04/16,9:00 PM,114
26/04/16,10:00 PM,123
26/04/16,11:00 PM,119
26/04/2016 24:00 AM,,117
27/04/16,1:00 AM,107
27/04/16,2:00 AM,111
27/04/16,3:00 AM,126
27/04/16,4:00 AM,222
